File;Riga;Stringa
web_ui/webpages_embedded.c;558;"};"
web_ui/webpages_embedded.c;559;"const r=await fetch('/api/config/save',{method:'POST',headers:{'Content-Type':'application/json'},body:JSON.stringify(cfg)});"
web_ui/webpages_embedded.c;560;if(r.ok){
web_ui/webpages_embedded.c;561;"try{if(backendChanged){await reloadLanguageTables(newBackend);window.__configOriginalBackendLang=newBackend;}if(userChanged){window.__configOriginalUserLang=newUser;}}catch(err){console.warn('reloadLanguageTables failed',err);}"
web_ui/webpages_embedded.c;562;"if(userChanged||backendChanged){alert('✅ Configurazione salvata. Lingue aggiornate!');const u=new URL(window.location.href);u.pathname='/config';u.searchParams.set('lang',newBackend);u.searchParams.set('_ts',String(Date.now()));window.location.replace(u.toString());return;}"
web_ui/webpages_embedded.c;563;"alert('✅ Configurazione salvata!');"
web_ui/webpages_embedded.c;564;"} else alert('❌ Errore durante il salvataggio!');"
web_ui/webpages_embedded.c;568;function initCollapsibleSections(){\n
web_ui/webpages_embedded.c;569;"const sections = Array.from(document.querySelectorAll('.section')).filter(s => s.querySelector('h2'));\n"
web_ui/webpages_embedded.c;570;sections.forEach((s, idx) => {\n
web_ui/webpages_embedded.c;571;"if (idx === 0) s.classList.remove('collapsed'); else s.classList.add('collapsed');\n"
web_ui/webpages_embedded.c;572;"const h = s.querySelector('h2'); if(!h) return;\n"
web_ui/webpages_embedded.c;573;"if (h.dataset.collapsibleReady === '1') return;\n"
web_ui/webpages_embedded.c;574;"h.dataset.collapsibleReady = '1';\n"
web_ui/webpages_embedded.c;575;"h.setAttribute('role', 'button');\n"
web_ui/webpages_embedded.c;576;"h.setAttribute('tabindex', '0');\n"
web_ui/webpages_embedded.c;577;"if (h.hasAttribute('onclick')) { h.removeAttribute('onclick'); }\n"
web_ui/webpages_embedded.c;578;if (!h.querySelector('.section-toggle-icon')) {\n
web_ui/webpages_embedded.c;579;"const ic = document.createElement('span'); ic.className = 'section-toggle-icon'; ic.innerText = s.classList.contains('collapsed') ? '▸' : '▾'; h.appendChild(ic);\n"
web_ui/webpages_embedded.c;580;} else {\n
web_ui/webpages_embedded.c;581;"const ic = h.querySelector('.section-toggle-icon'); ic.innerText = s.classList.contains('collapsed') ? '▸' : '▾';\n"
web_ui/webpages_embedded.c;582;}\n
web_ui/webpages_embedded.c;583;const toggle = () => {\n
web_ui/webpages_embedded.c;584;"s.classList.toggle('collapsed');\n"
web_ui/webpages_embedded.c;585;"const ic2 = h.querySelector('.section-toggle-icon');\n"
web_ui/webpages_embedded.c;586;"if (ic2) ic2.innerText = s.classList.contains('collapsed') ? '▸' : '▾';\n"
web_ui/webpages_embedded.c;587;"};\n"
web_ui/webpages_embedded.c;588;"h.addEventListener('click', function(ev){ ev.preventDefault(); toggle(); });\n"
web_ui/webpages_embedded.c;589;"h.addEventListener('keydown', function(ev){ if(ev.key === 'Enter' || ev.key === ' ') { ev.preventDefault(); toggle(); } });\n"
web_ui/webpages_embedded.c;590;"});\n"
web_ui/webpages_embedded.c;591;}\n
web_ui/webpages_embedded.c;592;"initCollapsibleSections();\n"
web_ui/webpages_embedded.c;593;"window.addEventListener('load', initCollapsibleSections);\n"
web_ui/webpages_embedded.c;595;"try{(function(){const pidEl=document.getElementById('scanner_pid');"
web_ui/webpages_embedded.c;596;"if(pidEl){const btnEnum=document.createElement('button');"
web_ui/webpages_embedded.c;597;"btnEnum.textContent='USB:Enumerate (Sperimentali)';"
web_ui/webpages_embedded.c;598;"btnEnum.type='button';"
web_ui/webpages_embedded.c;599;"btnEnum.onclick=async function(){const r=await fetch('/api/debug/usb/enumerate'); const j=await r.json(); alert(JSON.stringify(j,null,2));};"
web_ui/webpages_embedded.c;600;"pidEl.parentNode.insertBefore(btnEnum,pidEl.nextSibling);"
web_ui/webpages_embedded.c;601;"const btnRestart=document.createElement('button');"
web_ui/webpages_embedded.c;602;"btnRestart.textContent='USB:Restart Host (Sperimentali)';"
web_ui/webpages_embedded.c;603;"btnRestart.type='button';"
web_ui/webpages_embedded.c;604;"btnRestart.onclick=async function(){const r=await fetch('/api/debug/usb/restart',{method:'POST'}); const txt=await r.text(); alert('Restart: '+txt);};"
web_ui/webpages_embedded.c;605;"pidEl.parentNode.insertBefore(btnRestart,btnEnum.nextSibling); }"
web_ui/webpages_embedded.c;606;"})();}catch(e){}"
web_ui/webpages_embedded.c;607;</script></body></html>
web_ui/webpages_embedded.c;612;".card{background:white;padding:25px;margin:20px 0;border-radius:12px;box-shadow:0 4px 15px rgba(0,0,0,0.1);transition:.3s}"
web_ui/webpages_embedded.c;613;".card:hover{transform:translateY(-5px)}h2{color:#2c3e50;border-bottom:3px solid #3498db;padding-bottom:10px;margin-top:0}"
web_ui/webpages_embedded.c;614;".grid{display:grid;grid-template-columns:repeat(3,minmax(0,1fr));gap:20px}@media(max-width:900px){.grid{grid-template-columns:1fr 1fr}}@media(max-width:600px){.grid{grid-template-columns:1fr}}"
web_ui/webpages_embedded.c;615;".btn-link{display:flex;align-items:center;padding:20px;background:#3498db;color:white;text-decoration:none;border-radius:8px;font-weight:bold;font-size:18px;transition:.3s;gap:15px}"
web_ui/webpages_embedded.c;616;".btn-link:hover{background:#2980b9;box-shadow:0 4px 8px rgba(0,0,0,0.2)}"
web_ui/webpages_embedded.c;617;.btn-config{background:#27ae60}.btn-config:hover{background:#219150}
web_ui/webpages_embedded.c;618;.btn-test{background:#e67e22}.btn-test:hover{background:#d35400}
web_ui/webpages_embedded.c;619;.btn-emu{background:#8e44ad}.btn-emu:hover{background:#7d3c98}
web_ui/webpages_embedded.c;620;.btn-maint{background:#6c5ce7}.btn-maint:hover{background:#5a4acb}
web_ui/webpages_embedded.c;621;.btn-ota{background:#e74c3c}.btn-ota:hover{background:#c0392b}.icon{font-size:30px}
web_ui/webpages_embedded.c;622;".btn-reboot{display:inline-block;padding:10px 20px;background:#2c3e50;color:white;text-decoration:none;border-radius:5px;margin-top:10px;font-weight:bold}"
web_ui/webpages_embedded.c;623;".svc-grid{display:grid;grid-template-columns:repeat(2,minmax(0,1fr));gap:10px}"
web_ui/webpages_embedded.c;624;@media(max-width:700px){.svc-grid{grid-template-columns:1fr}}
web_ui/webpages_embedded.c;625;".svc-item{display:flex;align-items:center;justify-content:space-between;padding:10px 12px;border:1px solid #ecf0f1;border-radius:8px;background:#fafbfd}"
web_ui/webpages_embedded.c;626;".svc-name{color:#34495e;font-weight:600}"
web_ui/webpages_embedded.c;627;".svc-state{font-family:monospace;font-weight:700}"
web_ui/webpages_embedded.c;628;.svc-on{color:#1e8449}.svc-off{color:#c0392b}.svc-mock{color:#2471a3}
web_ui/webpages_embedded.c;632;".section{background:white;padding:20px;margin:20px 0;border-radius:8px;box-shadow:0 2px 4px rgba(0,0,0,0.1)}"
web_ui/webpages_embedded.c;633;"h2{color:#2c3e50;border-bottom:2px solid #3498db;padding-bottom:10px}.stat-row{display:flex;justify-content:space-between;padding:12px;border-bottom:1px solid #ecf0f1}"
web_ui/webpages_embedded.c;634;".stat-row:last-child{border-bottom:none}.stat-label{font-weight:bold;color:#34495e}.stat-value{color:#27ae60;font-family:monospace;font-weight:bold}"
web_ui/webpages_embedded.c;635;".badge{padding:4px 10px;border-radius:20px;font-size:11px;font-weight:bold;text-transform:uppercase}"
web_ui/webpages_embedded.c;636;".badge-on{background:#d4edda;color:#155724;border:1px solid #c3e6cb}"
web_ui/webpages_embedded.c;637;".badge-off{background:#f8d7da;color:#721c24;border:1px solid #f5c6cb}"
web_ui/webpages_embedded.c;641;".section{background:white;padding:20px;margin:20px 0;border-radius:8px;box-shadow:0 2px 4px rgba(0,0,0,0.1)}"
web_ui/webpages_embedded.c;642;"h2{color:#2c3e50;border-bottom:2px solid #3498db;padding-bottom:10px}"
web_ui/webpages_embedded.c;643;"table{width:100%;border-collapse:collapse;margin:20px 0}th,td{padding:10px;border:1px solid #ddd;text-align:left;color:#333}"
web_ui/webpages_embedded.c;644;"th{background:#34495e;color:white}input,select{width:100%;padding:5px;border:1px solid #ddd;border-radius:3px;box-sizing:border-box;color:#333}"
web_ui/webpages_embedded.c;645;"button{padding:10px 20px;background:#27ae60;color:white;border:none;border-radius:4px;cursor:pointer;font-weight:bold;margin:5px}"
web_ui/webpages_embedded.c;646;button:hover{background:#229954}.btn-add{background:#3498db}.btn-add:hover{background:#2980b9}
web_ui/webpages_embedded.c;647;"#status{margin:15px 0;padding:10px;border-radius:4px}.success{background:#d4edda;color:#155724;border:1px solid #c3e6cb}"
web_ui/webpages_embedded.c;648;".error{background:#f8d7da;color:#721c24;border:1px solid #f5c6cb}"
web_ui/webpages_embedded.c;652;".section.collapsed > :not(h2){display:none !important;}"
web_ui/webpages_embedded.c;653;".section h2 .section-toggle-icon{position:absolute; right:12px; top:6px; font-size:18px; color:#95a5a6;}"
web_ui/webpages_embedded.c;654;".test-item{display:flex;align-items:center;justify-content:space-between;padding:12px;margin:8px 0;background:#ecf0f1;border-radius:6px}"
web_ui/webpages_embedded.c;655;".test-controls{display:flex;gap:8px;align-items:center}"
web_ui/webpages_embedded.c;656;"input[type=text], input[type=password]{padding:6px;border:1px solid #bdc3c7;border-radius:4px;color:#333;}"
web_ui/webpages_embedded.c;657;"input[readonly]{background:#f6f8fa; font-family:monospace;}"
web_ui/webpages_embedded.c;659;".test-controls button{transition:background-color .12s ease, transform .06s ease; cursor:pointer}"
web_ui/webpages_embedded.c;660;".test-controls button:hover{filter:brightness(0.96); transform:translateY(-1px)}"
web_ui/webpages_embedded.c;661;".test-controls button:active{transform:translateY(1px); filter:brightness(0.9)}"
web_ui/webpages_embedded.c;662;".test-controls button:disabled{opacity:0.6; cursor:not-allowed}"
web_ui/webpages_embedded.c;663;".hs-waiting{background:#fffacd} .section#section_calls{max-width:960px; margin-left:auto; margin-right:auto;}"
web_ui/webpages_embedded.c;668;"table{width:100%;border-collapse:collapse}th,td{padding:8px;border-bottom:1px solid #e5e7eb;text-align:left;vertical-align:top}"
web_ui/webpages_embedded.c;669;"th{background:#f8fafc;position:sticky;top:0}"
web_ui/webpages_embedded.c;670;".api-btn{padding:6px 10px;border:0;border-radius:6px;cursor:pointer;background:#3498db;color:#fff;font-weight:bold}"
web_ui/webpages_embedded.c;671;.api-btn:hover{background:#2d7fb8}.mono{font-family:monospace}
web_ui/webpages_embedded.c;672;".hint{color:#6b7280;font-size:12px}"
web_ui/webpages_embedded.c;676;<div class='container'>
web_ui/webpages_embedded.c;677;<div class='section'><h2>🌐 Rete</h2><div id='network'>Caricamento...</div></div>
web_ui/webpages_embedded.c;678;<div class='section'><h2>💾 Firmware</h2><div id='partitions'>Caricamento...</div></div>
web_ui/webpages_embedded.c;679;<div class='section'><h2> SD Card</h2><div id='sd_card'>Caricamento...</div></div>
web_ui/webpages_embedded.c;680;<div class='section'><h2>🔌 Stato Driver</h2><div id='sensors'>Caricamento...</div></div>
web_ui/webpages_embedded.c;681;<div class='section'><h2>️ Ambiente</h2><div id='env_info'>Caricamento...</div></div>
web_ui/webpages_embedded.c;682;<div class='section'><h2>🎰 MDB Status</h2><div id='mdb_info'>Caricamento...</div></div>
web_ui/webpages_embedded.c;683;</div>
web_ui/webpages_embedded.c;684;<script>
web_ui/webpages_embedded.c;685;async function loadStats(){
web_ui/webpages_embedded.c;686;try{
web_ui/webpages_embedded.c;687;"const r=await fetch('/status');if(!r.ok)throw new Error('Status Error');const status=await r.json();"
web_ui/webpages_embedded.c;688;"const config=status.config;"
web_ui/webpages_embedded.c;689;document.getElementById('network').innerHTML=
web_ui/webpages_embedded.c;690;`<div class='stat-row'><span class='stat-label'>Indirizzo IP Ethernet</span><span class='stat-value'>${status.ip_eth||'---'}</span></div>
web_ui/webpages_embedded.c;691;<div class='stat-row'><span class='stat-label'>Indirizzo IP WiFi STA</span><span class='stat-value'>${status.ip_sta||'---'}</span></div>
web_ui/webpages_embedded.c;692;"<div class='stat-row'><span class='stat-label'>Indirizzo IP WiFi AP</span><span class='stat-value'>${status.ip_ap||'---'}</span></div>`;"
web_ui/webpages_embedded.c;693;document.getElementById('partitions').innerHTML=
web_ui/webpages_embedded.c;694;`<div class='stat-row'><span class='stat-label'>Partizione Corrente</span><span class='stat-value'>${status.partition_running||'?'}</span></div>
web_ui/webpages_embedded.c;695;"<div class='stat-row'><span class='stat-label'>Partizione al Boot</span><span class='stat-value'>${status.partition_boot||'?'}</span></div>`;"
web_ui/webpages_embedded.c;696;"const sd=status.sd;"
web_ui/webpages_embedded.c;697;"let sd_status_text='Non Trovata'; let sd_badge='badge-off';"
web_ui/webpages_embedded.c;698;"if(sd.mounted){sd_status_text='Montata'; sd_badge='badge-on';}"
web_ui/webpages_embedded.c;699;"else if(sd.present){sd_status_text='Presente (Non Montata)'; sd_badge='badge-on';}"
web_ui/webpages_embedded.c;700;document.getElementById('sd_card').innerHTML=
web_ui/webpages_embedded.c;701;`<div class='stat-row'><span class='stat-label'>Stato</span><span class='badge ${sd_badge}'>${sd_status_text}</span></div>
web_ui/webpages_embedded.c;702;<div class='stat-row'><span class='stat-label'>Spazio Totale</span><span class='stat-value'>${sd.mounted?(sd.total_kb/1024).toFixed(1)+' MB':'---'}</span></div>
web_ui/webpages_embedded.c;703;"<div class='stat-row'><span class='stat-label'>Spazio Usato</span><span class='stat-value'>${sd.mounted?(sd.used_kb/1024).toFixed(1)+' MB ('+((sd.used_kb/sd.total_kb)*100).toFixed(1)+'%)':'---'}</span></div>`;"
web_ui/webpages_embedded.c;704;"const env=status.env;"
web_ui/webpages_embedded.c;705;document.getElementById('env_info').innerHTML=
web_ui/webpages_embedded.c;706;`<div class='stat-row'><span class='stat-label'>Temperatura</span><span class='stat-value'>${env.temp.toFixed(1)} °C</span></div>
web_ui/webpages_embedded.c;707;"<div class='stat-row'><span class='stat-label'>Umidità</span><span class='stat-value'>${env.hum.toFixed(1)} %</span></div>`;"
web_ui/webpages_embedded.c;708;"const s=config.sensors;"
web_ui/webpages_embedded.c;709;document.getElementById('sensors').innerHTML=
web_ui/webpages_embedded.c;710;`<div class='stat-row'><span class='stat-label'>I/O Expander</span><span class='badge ${s.io_expander_enabled?'badge-on':'badge-off'}'>${s.io_expander_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;711;<div class='stat-row'><span class='stat-label'>Sensore Temperatura</span><span class='badge ${s.temperature_enabled?'badge-on':'badge-off'}'>${s.temperature_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;712;<div class='stat-row'><span class='stat-label'>LED WS2812</span><span class='badge ${s.led_enabled?'badge-on':'badge-off'}'>${s.led_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;713;<div class='stat-row'><span class='stat-label'>UART RS232</span><span class='badge ${s.rs232_enabled?'badge-on':'badge-off'}'>${s.rs232_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;714;<div class='stat-row'><span class='stat-label'>UART RS485</span><span class='badge ${s.rs485_enabled?'badge-on':'badge-off'}'>${s.rs485_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;715;<div class='stat-row'><span class='stat-label'>MDB Engine</span><span class='badge ${s.mdb_enabled?'badge-on':'badge-off'}'>${s.mdb_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;716;<div class='stat-row'><span class='stat-label'>SD Card</span><span class='badge ${s.sd_card_enabled?'badge-on':'badge-off'}'>${s.sd_card_enabled?'Attivo':'Disabilitato'}</span></div>
web_ui/webpages_embedded.c;717;"<div class='stat-row'><span class='stat-label'>PWM Channel 1/2</span><span class='badge ${(s.pwm1_enabled||s.pwm2_enabled)?'badge-on':'badge-off'}'>${(s.pwm1_enabled||s.pwm2_enabled)?'Attivi':'Disabilitati'}</span></div>`;"
web_ui/webpages_embedded.c;718;"const m=status.mdb;"
web_ui/webpages_embedded.c;719;document.getElementById('mdb_info').innerHTML=
web_ui/webpages_embedded.c;720;`<div class='stat-row'><span class='stat-label'>Gettoniera</span><span class='badge ${m.coin_online?'badge-on':'badge-off'}'>${m.coin_online?'ONLINE':'OFFLINE'}</span></div>
web_ui/webpages_embedded.c;721;<div class='stat-row'><span class='stat-label'>Credito Accumulato</span><span class='stat-value'>€ ${(m.credit/100).toFixed(2)}</span></div>
web_ui/webpages_embedded.c;722;"<div class='stat-row'><span class='stat-label'>Stato Logico (SM)</span><span class='stat-value'>${m.coin_state}</span></div>`;"
web_ui/webpages_embedded.c;725;"window.addEventListener('load',loadStats);"
web_ui/webpages_embedded.c;726;"setInterval(loadStats,5000);"
web_ui/webpages_embedded.c;727;</script></body></html>
web_ui/webpages_embedded.c;731;<div class='container'>
web_ui/webpages_embedded.c;732;<div class='section'><h2>📋 Configurazione Task</h2>
web_ui/webpages_embedded.c;733;"<p style='margin:8px 0 14px 0;color:#566573;'>Questa tabella modifica solo i task applicativi da <code>tasks.json</code>. I task di sistema FreeRTOS (es. HTTP server, lwIP, idle) non sono mostrati qui.</p>"
web_ui/webpages_embedded.c;734;<div id='status'></div>
web_ui/webpages_embedded.c;735;<table id='tasksTable'><thead><tr>
web_ui/webpages_embedded.c;736;<th>Nome</th><th>Stato</th><th>Priorità</th><th>Core</th><th>Periodo (ms)</th><th>Stack Words</th><th>Stack Mem</th>
web_ui/webpages_embedded.c;737;</tr></thead><tbody id='tasksBody'></tbody></table>
web_ui/webpages_embedded.c;738;"<div style='display:flex; gap:10px;'>"
web_ui/webpages_embedded.c;739;<button type='button' class='btn-add' onclick='addRow()'>➕ Aggiungi Task</button>
web_ui/webpages_embedded.c;740;<button type='button' onclick='saveTasks()'>💾 Salva</button>
web_ui/webpages_embedded.c;741;<button type='button' onclick='applyTasks()' style='background:#e67e22'>🚀 Applica</button>
web_ui/webpages_embedded.c;742;<button type='button' onclick='loadTasks()' style='background:#3498db'>🔄 Aggiorna Dati</button>
web_ui/webpages_embedded.c;743;</div>
web_ui/webpages_embedded.c;744;</div></div>
web_ui/webpages_embedded.c;745;<script>
web_ui/webpages_embedded.c;746;"let tasks=[];"
web_ui/webpages_embedded.c;747;"const S=['idle','run','pause'],K=['spiram','internal'];"
web_ui/webpages_embedded.c;748;"function decode(raw){const arr=Array.isArray(raw)?raw:(raw&&Array.isArray(raw.tasks)?raw.tasks:[]);return arr.map(t=>({name:t.n,state:S[t.s]||'idle',priority:t.p,core:t.c,period_ms:t.m,stack_words:t.w,stack_caps:K[t.k]||'spiram'}));}"
web_ui/webpages_embedded.c;749;"function encode(t){const Se={idle:0,run:1,pause:2},Ke={spiram:0,internal:1};const s=(Se[t.state]!==undefined)?Se[t.state]:0;const k=(Ke[t.stack_caps]!==undefined)?Ke[t.stack_caps]:0;return({n:t.name,s:s,p:t.priority,c:t.core,m:t.period_ms,w:t.stack_words,k:k});}"
web_ui/webpages_embedded.c;750;"function setTableMessage(msg){const tbody=document.getElementById('tasksBody');if(!tbody)return;tbody.innerHTML=`<tr><td colspan='7' style='text-align:center;color:#7f8c8d;padding:14px;'>${msg}</td></tr>`;}"
web_ui/webpages_embedded.c;751;async function loadTasks(){
web_ui/webpages_embedded.c;752;"setTableMessage('Caricamento...');"
web_ui/webpages_embedded.c;753;"try{const r=await fetch('/api/tasks');if(!r.ok)throw new Error('HTTP '+r.status);"
web_ui/webpages_embedded.c;754;"tasks=decode(await r.json());"
web_ui/webpages_embedded.c;755;"if(tasks.length===0){setTableMessage('Nessun task disponibile');const s=document.getElementById('status');if(s){s.textContent='';s.className='';}return;}"
web_ui/webpages_embedded.c;756;"renderTable();}catch(e){showStatus('Errore caricamento tasks: '+e.message,'error');setTableMessage('Errore caricamento task');}}"
web_ui/webpages_embedded.c;757;function renderTable(){
web_ui/webpages_embedded.c;758;"const tbody=document.getElementById('tasksBody');tbody.innerHTML='';"
web_ui/webpages_embedded.c;759;tasks.forEach((task,idx)=>{
web_ui/webpages_embedded.c;760;"const row=tbody.insertRow();"
web_ui/webpages_embedded.c;761;row.innerHTML=`<td><input type='text' value='${task.name}' onchange='tasks[${idx}].name=this.value'></td>
web_ui/webpages_embedded.c;762;<td><select onchange='tasks[${idx}].state=this.value'><option value='idle' ${task.state==='idle'?'selected':''}>idle</option>
web_ui/webpages_embedded.c;763;<option value='run' ${task.state==='run'?'selected':''}>run</option></select></td>
web_ui/webpages_embedded.c;764;<td><input type='number' value='${task.priority}' min='0' max='25' onchange='tasks[${idx}].priority=parseInt(this.value)'></td>
web_ui/webpages_embedded.c;765;<td><select onchange='tasks[${idx}].core=parseInt(this.value)'><option value='0' ${task.core==0?'selected':''}>0</option>
web_ui/webpages_embedded.c;766;<option value='1' ${task.core==1?'selected':''}>1</option></select></td>
web_ui/webpages_embedded.c;767;<td><input type='number' value='${task.period_ms}' min='1' onchange='tasks[${idx}].period_ms=parseInt(this.value)'></td>
web_ui/webpages_embedded.c;768;<td><input type='number' value='${task.stack_words}' min='512' step='512' onchange='tasks[${idx}].stack_words=parseInt(this.value)'></td>
web_ui/webpages_embedded.c;769;<td><select onchange='tasks[${idx}].stack_caps=this.value'>
web_ui/webpages_embedded.c;770;<option value='spiram' ${(task.stack_caps||'spiram')==='spiram'?'selected':''}>SPIRAM</option>
web_ui/webpages_embedded.c;771;<option value='internal' ${task.stack_caps==='internal'?'selected':''}>DRAM</option>
web_ui/webpages_embedded.c;772;"</select></td>`;});"
web_ui/webpages_embedded.c;774;"function addRow(){tasks.push({name:'new_task',state:'idle',priority:4,core:0,period_ms:100,stack_words:2048,stack_caps:'spiram'});renderTable();}"
web_ui/webpages_embedded.c;775;async function saveTasks(){
web_ui/webpages_embedded.c;776;"try{const r=await fetch('/api/tasks/save',{method:'POST',headers:{'Content-Type':'application/json'},body:JSON.stringify(tasks.map(encode))});"
web_ui/webpages_embedded.c;777;"if(r.ok){showStatus('✅ Tasks salvate con successo!','success');}else{showStatus('❌ Errore durante il salvataggio','error');}}catch(e){showStatus('❌ Errore: '+e,'error');}}"
web_ui/webpages_embedded.c;778;async function applyTasks(){
web_ui/webpages_embedded.c;779;"try{if(!confirm('Salvare e applicare le modifiche ai task attivi?')) return;"
web_ui/webpages_embedded.c;780;"const rs=await fetch('/api/tasks/save',{method:'POST',headers:{'Content-Type':'application/json'},body:JSON.stringify(tasks.map(encode))});"
web_ui/webpages_embedded.c;781;"if(!rs.ok) throw new Error('Salvataggio fallito');"
web_ui/webpages_embedded.c;782;"const ra=await fetch('/api/tasks/apply',{method:'POST'});"
web_ui/webpages_embedded.c;783;"if(ra.ok){showStatus('🚀 Tasks applicati con successo!','success');}else{showStatus('❌ Errore durante l\\'applicazione','error');}}catch(e){showStatus('❌ Errore: '+e,'error');}}"
web_ui/webpages_embedded.c;784;"function showStatus(msg,type){const s=document.getElementById('status');s.textContent=msg;s.className=type;setTimeout(()=>s.className='',3000);}"
web_ui/webpages_embedded.c;785;"window.addEventListener('load',loadTasks);"
web_ui/webpages_embedded.c;786;</script></body></html>
web_ui/webpages_embedded.c;790;<div class='container'>
web_ui/webpages_embedded.c;791;"<div style='text-align:right; margin-bottom:8px;'><button onclick='location.reload()' style='background:#3498db; color:#fff; padding:6px 10px; border-radius:4px;'>🔄 Aggiorna Pagina</button></div>"
web_ui/webpages_embedded.c;792;<!-- Top request/response boxes -->
web_ui/webpages_embedded.c;793;"<div style='display:grid;grid-template-columns:1fr 1fr;gap:12px;margin-bottom:12px'>"
web_ui/webpages_embedded.c;794;"<div><label style='font-weight:bold;display:block;margin-bottom:6px'>Richiesta</label><textarea id='hs_request' rows='6' style='width:100%;font-family:monospace;padding:8px;border:1px solid #ddd;border-radius:4px' readonly></textarea></div>"
web_ui/webpages_embedded.c;795;"<div><label style='font-weight:bold;display:block;margin-bottom:6px'>Risposta</label><textarea id='hs_response' rows='6' style='width:100%;font-family:monospace;padding:8px;border:1px solid #ddd;border-radius:4px' readonly></textarea></div>"
web_ui/webpages_embedded.c;796;</div>
web_ui/webpages_embedded.c;797;<!-- Token visualizer -->
web_ui/webpages_embedded.c;798;<div style='margin-top:8px'>
web_ui/webpages_embedded.c;799;"<div class='token-info' style='padding:10px;background:#f5fbff;border:1px solid #e1eef6;border-radius:6px;font-family:monospace'>"
web_ui/webpages_embedded.c;800;"<div style='display:flex;gap:10px;align-items:center;flex-wrap:wrap'><strong style='width:80px'>Token:</strong><input id='hs_token_value' type='text' readonly value='' style='flex:1;min-width:280px;padding:6px;border:1px solid #cfe3ef;border-radius:4px;color:#1b4f72;background:#fff;font-family:monospace'><button id='hs_token_copy' onclick='copyToken()' style='margin-left:8px;padding:6px 10px;border-radius:4px;background:#3498db;color:#fff;border:none;cursor:pointer'>Copia</button><button onclick='localStorage.removeItem(\""httpservices_token\""); showToken(\""\""); document.getElementById(\""hs_response\"").value=\""\"";' style='padding:6px 8px;border-radius:4px;background:#7f8c8d;color:#fff;border:none;cursor:pointer'>Rimuovi</button></div>"
web_ui/webpages_embedded.c;801;"<div style='margin-top:8px;display:flex;gap:12px;align-items:flex-start'>"
web_ui/webpages_embedded.c;802;<div style='min-width:160px'><strong>Is JWT</strong><div id='hs_token_isjwt' style='margin-top:6px'>—</div></div>
web_ui/webpages_embedded.c;803;"<div id='hs_jwt_sections' style='display:none;flex:1'>"
web_ui/webpages_embedded.c;804;"<div style='margin-bottom:8px'><strong>Header</strong><pre id='hs_jwt_header' style='white-space:pre-wrap;background:#fff;padding:8px;border:1px solid #e6eef3;border-radius:4px;max-height:120px;overflow:auto'></pre></div>"
web_ui/webpages_embedded.c;805;"<div><strong>Payload</strong><pre id='hs_jwt_payload' style='white-space:pre-wrap;background:#fff;padding:8px;border:1px solid #e6eef3;border-radius:4px;max-height:220px;overflow:auto'></pre></div>"
web_ui/webpages_embedded.c;806;</div>
web_ui/webpages_embedded.c;807;</div>
web_ui/webpages_embedded.c;808;</div>
web_ui/webpages_embedded.c;809;</div>
web_ui/webpages_embedded.c;811;"<div id='section_httpservices' class='section'><h2 onclick='var s=this.parentElement;s.classList.toggle(\""collapsed\"");var i=this.querySelector(\"".section-toggle-icon\""); if(i) i.innerText = s.classList.contains(\""collapsed\"")?\""▸\"":\""▾\"";' tabindex='0'>🔐 Login + Chiamate HTTP<span class='section-toggle-icon'>▾</span></h2>"
web_ui/webpages_embedded.c;812;<div class='test-item'><span>Serial:</span><div class='test-controls'><input id='hs_serial' type='text' placeholder='AD-34-DFG-333' style='width:220px'></div></div>
web_ui/webpages_embedded.c;813;<div class='test-item'><span>Password (MD5):</span><div class='test-controls'><input id='hs_password' type='text' placeholder='md5(...)' style='width:220px'></div></div>
web_ui/webpages_embedded.c;814;"<div class='test-item'><div class='test-controls'><button id='hs_send' onclick='submitLogin()' style='background:#27ae60; color:#fff; padding:8px 12px; border-radius:4px;'>Invia</button></div></div>"
web_ui/webpages_embedded.c;816;"<div style='margin:8px 0; padding:8px; border-radius:6px; background:#fbfcfd'>"
web_ui/webpages_embedded.c;818;"<div class='test-item'><span>POST /api/keepalive</span><div class='test-controls'><button id='hs_keepalive_btn_1' type='button' onclick='window.hsKeepaliveClick && window.hsKeepaliveClick(this); return false;' style='background:#2980b9;color:#fff;padding:6px 10px;border-radius:4px'>Invia</button></div></div>"
web_ui/webpages_embedded.c;821;"<div class='test-item'><span>POST /api/getconfig</span><div class='test-controls'><button onclick='callGetConfig()' style='background:#2980b9;color:#fff;padding:6px 10px;border-radius:4px'>Invia</button></div></div>"
web_ui/webpages_embedded.c;824;"<div class='test-item'><span>POST /api/getimages</span><div class='test-controls'><button onclick='callGetImages()' style='background:#2980b9;color:#fff;padding:6px 10px;border-radius:4px'>Invia</button></div></div>"
